invoice_no,customer_id,product_id,date_id,payment_id,mall_id,quantity,price
I229270,C331193,1,20220708,2,3,2,600.16
I318319,C170153,3,20210702,3,4,1,15.15
I254158,C127983,2,20210203,3,6,2,1200.34
I233532,C902475,8,20211210,3,8,3,35.19
I225244,C200950,1,20220602,1,1,2,600.16
I666884,C271471,1,20230102,1,1,2,600.16
I981852,C145484,4,20210211,1,1,4,162.64
I156687,C156011,4,20221205,2,4,3,121.98
I223296,C311521,1,20211201,3,3,4,1200.32
I211356,C258921,7,20210209,3,4,1,1050.0
I325701,C320868,4,20220107,3,1,3,121.98
I178887,C258919,2,20221005,1,2,5,3000.85
I248960,C905299,5,20221105,3,9,1,5.23
I303496,C280477,1,20221005,2,6,1,300.08
I165329,C135310,4,20220105,3,7,1,40.66
I268953,C341903,3,20211103,3,5,1,15.15
I318713,C157091,1,20210610,3,1,5,1500.4
I122235,C116556,5,20221001,3,1,2,10.46
I959348,C150533,1,20220807,2,4,2,600.16
I744417,C318576,3,20220701,3,5,1,15.15
I211391,C239095,1,20220204,3,9,1,300.08
I286346,C309040,1,20211004,1,2,3,900.24
I668166,C250136,4,20210808,3,1,2,81.32
I786182,C285599,5,20221010,3,5,3,15.69
I154669,C200249,1,20220308,1,1,3,900.24
I318151,C156661,1,20210109,3,5,3,900.24
I765441,C181309,3,20211109,2,4,4,60.6
I189849,C144277,1,20220807,2,6,5,1500.4
I170352,C266631,5,20211003,1,7,1,5.23
I148523,C158858,4,20210512,1,3,5,203.3
I298621,C297522,7,20220810,3,5,3,3150.0
I156465,C335378,1,20211201,3,5,4,1200.32
I189044,C191262,1,20221205,3,5,5,1500.4
I114685,C672153,1,20220906,1,1,4,1200.32
I256762,C162765,1,20221104,1,2,5,1500.4
I589760,C215172,1,20220412,1,8,2,600.16
I292403,C329877,6,20220811,3,1,3,107.52
I252002,C241241,1,20221008,1,4,1,300.08
I180271,C761587,5,20221109,3,4,5,26.15
I474669,C210768,1,20210711,2,6,3,900.24
I250048,C307775,6,20210802,1,5,3,107.52
I300789,C276750,1,20210411,3,1,3,900.24
I424232,C298639,2,20220609,3,8,2,1200.34
I612251,C227640,1,20210111,1,5,4,1200.32
I307322,C248430,1,20220406,3,1,1,300.08
I308118,C304805,6,20220609,3,9,1,35.84
I909264,C762141,8,20220105,2,1,5,58.65
I112538,C295075,5,20220606,2,7,5,26.15
I227508,C128265,5,20210609,1,4,5,26.15
I257338,C169731,2,20220503,1,2,1,600.17
I319593,C169124,6,20210412,2,5,2,71.68
I560289,C152260,5,20221002,2,6,5,26.15
I716671,C828091,1,20211107,1,4,3,900.24
I238372,C223110,2,20220805,1,6,5,3000.85
I277987,C846563,5,20220408,3,6,5,26.15
I162158,C286727,4,20220207,2,1,2,81.32
I146386,C126709,1,20210109,3,4,3,900.24
I688999,C113054,2,20211011,2,4,5,3000.85
I211304,C253272,7,20220112,3,6,3,3150.0
I935445,C842661,4,20210802,1,3,5,203.3
I306450,C338009,5,20210508,1,1,4,20.92
I137544,C115239,2,20210105,3,3,1,600.17
I330174,C177947,3,20220601,2,10,4,60.6
I302029,C828755,5,20210603,1,3,1,5.23
I240342,C264221,4,20210711,3,6,2,81.32
I162479,C293941,4,20210610,2,1,5,203.3
I329935,C948324,1,20210203,1,1,3,900.24
I154237,C158266,1,20211008,1,6,5,1500.4
I333223,C201697,1,20211204,1,3,5,1500.4
I123387,C726346,5,20210310,2,3,3,15.69
I688675,C245910,8,20220608,2,1,2,23.46
I998246,C154655,3,20211101,3,3,3,45.45
I277325,C211024,5,20210209,2,4,4,20.92
I320350,C185693,4,20220505,1,2,1,40.66
I310037,C399198,1,20211001,2,1,3,900.24
I695684,C397604,1,20220108,3,8,1,300.08
I144403,C300135,3,20210906,1,5,4,60.6
I210812,C259085,1,20220306,1,3,5,1500.4
I101394,C321439,3,20220706,3,4,1,15.15
I202968,C303298,1,20211207,3,1,4,1200.32
I230982,C111781,6,20210707,1,3,5,179.2
I229312,C127950,1,20220506,3,1,1,300.08
I156058,C137006,1,20210603,3,1,3,900.24
I211148,C214336,8,20210601,1,7,5,58.65
I258480,C200965,6,20220510,2,2,5,179.2
I252427,C193310,3,20210404,1,3,3,45.45
I107935,C684478,3,20210707,1,1,1,15.15
I745680,C347479,1,20211208,3,5,4,1200.32
I232358,C203321,5,20220508,3,1,1,5.23
I162130,C569143,6,20220909,1,7,1,35.84
I312554,C317566,1,20230202,3,3,3,900.24
I922190,C332073,5,20221204,2,3,5,26.15
I131952,C246102,6,20210108,3,4,3,107.52
I118183,C223931,7,20211101,1,6,3,3150.0
I153926,C144494,5,20220412,1,2,3,15.69
I140527,C220133,3,20211005,3,10,5,75.75
I159853,C291462,8,20210902,3,9,2,23.46
I134807,C528654,1,20210904,1,8,5,1500.4
I476282,C288252,2,20220608,1,1,4,2400.68
I669236,C978889,1,20220106,3,1,2,600.16
I786732,C114710,3,20211205,3,9,3,45.45
I430901,C793527,1,20221202,3,2,3,900.24
I242749,C198008,1,20221204,2,6,5,1500.4
I287746,C795187,4,20220702,2,9,4,162.64
I161292,C515911,1,20220703,1,1,1,300.08
I144123,C940439,5,20210811,3,5,5,26.15
I101115,C540954,4,20210108,1,3,4,162.64
I296559,C300952,6,20210103,3,1,2,71.68
I284556,C195555,8,20220708,3,6,3,35.19
I981620,C974193,6,20221003,1,6,4,143.36
I116617,C227865,2,20220410,3,1,3,1800.51
I794416,C817436,1,20210507,3,8,5,1500.4
I121925,C120628,1,20220405,3,1,2,600.16
I237699,C279951,6,20220811,1,3,5,179.2
I280122,C257795,7,20210512,2,1,2,2100.0
I204316,C146408,5,20210110,2,7,4,20.92
I323066,C245526,5,20220601,1,3,4,20.92
I849745,C165559,1,20220207,3,7,2,600.16
I167186,C692563,4,20210610,1,2,5,203.3
I201162,C177517,6,20210406,2,10,5,179.2
I219493,C338558,5,20221109,3,1,4,20.92
I325280,C167429,2,20210802,1,5,1,600.17
I108836,C303566,1,20220405,3,4,3,900.24
I171865,C824274,8,20211209,3,7,2,23.46
I566991,C900594,2,20220902,3,1,3,1800.51
I126385,C131047,1,20220607,1,2,1,300.08
I248358,C234246,6,20220705,1,4,4,143.36
I204148,C276661,1,20220304,1,2,5,1500.4
I331786,C231392,5,20220807,3,9,5,26.15
I118792,C330533,7,20210408,3,3,4,4200.0
I271767,C173624,5,20220405,3,7,2,10.46
I124533,C128776,4,20220801,3,1,3,121.98
I446432,C116390,7,20210606,3,6,5,5250.0
I280040,C135751,5,20220804,3,8,1,5.23
I852794,C178660,4,20210712,3,3,1,40.66
I187290,C114231,2,20221007,3,3,1,600.17
I173583,C116384,1,20220811,3,8,4,1200.32
I322809,C236399,1,20210904,3,4,2,600.16
I287309,C286937,2,20220307,1,7,4,2400.68
I576934,C292411,2,20211009,1,5,4,2400.68
I157388,C220723,5,20220803,2,3,3,15.69
I269977,C245459,3,20220109,3,10,2,30.3
I193205,C181218,4,20210402,3,7,2,81.32
I130002,C354012,5,20220602,1,2,3,15.69
I115922,C233801,1,20221004,3,9,3,900.24
I278675,C250162,6,20220709,3,6,3,107.52
I259227,C280091,2,20220901,1,9,2,1200.34
I245706,C213391,1,20221204,3,4,4,1200.32
I331239,C111915,6,20220606,2,6,3,107.52
I181980,C224363,4,20220811,2,4,5,203.3
I177066,C420907,4,20210804,3,1,4,162.64
I335165,C219733,2,20220609,1,1,3,1800.51
I831978,C114084,5,20220406,1,1,5,26.15
I968835,C255692,8,20221011,1,6,3,35.19
I228663,C757497,1,20220908,3,6,5,1500.4
I339396,C334354,7,20210503,3,1,1,1050.0
I126712,C160025,8,20220905,1,7,1,11.73
I240331,C203792,5,20220502,1,1,4,20.92
I167775,C160385,4,20210602,3,2,5,203.3
I307088,C238403,5,20220705,3,6,3,15.69
I179922,C902560,5,20210503,3,4,5,26.15
I202369,C277394,3,20211202,1,1,5,75.75
I253883,C240392,1,20221201,3,1,1,300.08
I235811,C322783,1,20220304,2,2,3,900.24
I208229,C702210,4,20210210,1,5,1,40.66
I140419,C113506,7,20220112,3,6,5,5250.0
I301961,C837949,7,20211007,1,9,1,1050.0
I371949,C260427,6,20210101,1,3,2,71.68
I118591,C204003,1,20210308,1,3,1,300.08
I305208,C618704,4,20210204,1,6,2,81.32
I230905,C161894,2,20210502,3,8,4,2400.68
I177243,C571165,2,20220606,1,6,4,2400.68
I163777,C214770,5,20210808,1,4,1,5.23
I929058,C251620,1,20211204,2,6,5,1500.4
I323225,C193308,5,20220612,3,1,4,20.92
I143594,C416964,5,20210207,3,4,2,10.46
I267556,C702137,1,20210711,1,1,1,300.08
I183484,C867293,1,20210709,3,7,5,1500.4
I411070,C735771,4,20230202,3,6,3,121.98
I161397,C117698,1,20210503,1,7,5,1500.4
I269943,C160374,6,20210905,3,6,1,35.84
I283550,C305110,6,20210801,1,9,3,107.52
I367716,C787994,5,20220407,2,10,3,15.69
I141357,C166213,6,20211008,1,1,5,179.2
I571592,C958166,7,20221103,3,5,1,1050.0
I333236,C187027,4,20211203,1,6,2,81.32
I172894,C229637,8,20211211,3,4,2,23.46
I296799,C194336,5,20211109,2,4,2,10.46
I106539,C212013,2,20220108,3,5,2,1200.34
I163502,C620874,1,20210810,2,3,3,900.24
I233182,C223478,7,20210805,3,5,2,2100.0
I138602,C135193,1,20211101,2,2,5,1500.4
I862460,C260666,1,20210812,1,4,1,300.08
I329023,C227445,6,20210809,1,2,1,35.84
I639492,C900464,1,20210207,2,3,5,1500.4
I278066,C316581,5,20210101,3,1,2,10.46
I851798,C173916,4,20210302,1,10,3,121.98
I251575,C242785,8,20220209,1,6,3,35.19
I752405,C224688,1,20220209,1,1,2,600.16
I214403,C227601,2,20220506,3,4,3,1800.51
I515880,C275206,1,20210612,3,7,2,600.16
I738458,C164317,4,20220412,1,6,2,81.32
I163058,C316730,6,20221206,3,7,4,143.36
I251565,C214293,6,20220307,3,2,4,143.36
I846015,C319635,1,20210512,2,4,1,300.08
I232207,C116424,2,20220410,2,3,3,1800.51
I129057,C213377,4,20210703,1,2,3,121.98
I847370,C202272,2,20220511,3,2,3,1800.51
I122021,C232884,1,20211104,3,2,3,900.24
I623624,C981625,3,20210501,3,6,5,75.75
I206818,C217542,5,20220710,2,3,4,20.92
I257326,C217655,4,20220609,1,7,5,203.3
I306944,C295421,1,20211005,3,1,3,900.24
I394343,C124878,1,20210704,3,1,3,900.24
I231604,C179529,3,20210410,2,5,4,60.6
I318906,C218467,5,20211003,2,6,4,20.92
I294173,C212803,8,20220301,3,3,3,35.19
I308229,C336417,4,20210801,3,3,1,40.66
I272681,C231336,1,20220901,3,10,1,300.08
I895434,C320604,5,20230103,2,4,2,10.46
I108791,C571553,1,20221206,3,10,4,1200.32
I331659,C971448,4,20210404,3,1,2,81.32
I540591,C440458,8,20221011,3,3,5,58.65
I294436,C325907,7,20221012,1,6,5,5250.0
I506217,C165867,7,20210804,2,3,2,2100.0
I226628,C133770,1,20210411,1,3,1,300.08
I307033,C259904,7,20210210,3,6,3,3150.0
I303762,C184986,7,20220303,1,1,5,5250.0
I704027,C169078,1,20210601,2,5,1,300.08
I264204,C162743,8,20220107,3,6,3,35.19
I548102,C106697,1,20211104,3,3,3,900.24
I796223,C336058,4,20210704,3,3,1,40.66
I954697,C299232,6,20220205,1,9,1,35.84
I281881,C973945,8,20220608,2,9,5,58.65
I101653,C185129,8,20211004,3,1,2,23.46
I173429,C156185,2,20210106,3,1,1,600.17
I107232,C276619,1,20211208,1,8,4,1200.32
I324414,C643292,1,20210610,1,9,5,1500.4
I806068,C692803,4,20220106,3,7,3,121.98
I158837,C257132,2,20210309,2,3,2,1200.34
I336343,C209024,1,20221110,2,7,3,900.24
I434770,C981874,5,20210503,1,8,2,10.46
I301138,C813136,2,20210309,3,6,3,1800.51
I333146,C293706,6,20220411,3,1,1,35.84
I110457,C143213,5,20211207,1,4,1,5.23
I324269,C330613,1,20210207,3,8,3,900.24
I968067,C325522,7,20220511,2,3,2,2100.0
I767659,C197615,8,20210604,3,4,1,11.73
I323268,C237368,2,20210101,2,3,4,2400.68
I655633,C527892,5,20221212,3,1,4,20.92
I260275,C429664,5,20210605,1,6,5,26.15
I140349,C179444,4,20220210,2,5,2,81.32
I489792,C914458,1,20220104,3,10,2,600.16
I264836,C200395,2,20210705,1,7,5,3000.85
I855692,C312070,1,20220709,3,1,2,600.16
I909852,C141831,1,20210412,3,6,4,1200.32
I247292,C174881,4,20220702,1,6,2,81.32
I884132,C222372,1,20220404,3,6,4,1200.32
I291275,C182395,4,20220307,1,6,2,81.32
I111951,C159101,6,20210304,3,5,5,179.2
I361061,C132748,7,20220112,2,1,3,3150.0
I536191,C156050,5,20220808,1,2,1,5.23
I114088,C237799,6,20220705,2,3,3,107.52
I653652,C183372,1,20210410,2,6,2,600.16
I251345,C245297,1,20210411,1,3,1,300.08
I182289,C200322,1,20210702,1,3,1,300.08
I142815,C956722,6,20211204,3,6,4,143.36
I284742,C117682,1,20221202,1,1,2,600.16
I318346,C135416,1,20220112,3,7,4,1200.32
I268680,C161607,6,20220106,3,6,3,107.52
I482048,C708188,1,20220401,2,5,1,300.08
I682762,C320650,1,20221011,3,7,2,600.16
I187902,C134180,4,20230303,3,6,5,203.3
I146747,C160769,3,20221108,3,1,3,45.45
I109698,C277720,5,20220904,3,8,1,5.23
I170499,C102007,4,20220611,1,1,3,121.98
I177418,C197592,5,20221202,3,3,3,15.69
I178916,C843845,2,20210607,3,1,5,3000.85
I279316,C223062,3,20210311,2,8,4,60.6
I370390,C513747,7,20221205,1,6,1,1050.0
I302030,C247663,6,20210811,2,3,1,35.84
I424326,C919775,5,20210212,1,9,5,26.15
I101043,C289681,1,20220112,1,8,1,300.08
I899823,C333529,1,20211008,2,1,1,300.08
I270830,C143113,5,20210405,3,3,5,26.15
I338653,C286363,1,20220609,1,6,1,300.08
I314057,C156104,8,20220201,3,1,5,58.65
I159335,C750268,1,20220807,1,1,3,900.24
I125286,C881673,1,20210809,1,1,5,1500.4
I306860,C291054,5,20220904,3,2,1,5.23
I673592,C225547,1,20210106,2,2,5,1500.4
I252755,C322996,1,20220612,3,2,2,600.16
I142866,C190952,1,20210309,2,9,2,600.16
I241939,C867707,5,20210201,2,1,3,15.69
I233962,C246301,8,20210506,1,5,5,58.65
I159602,C650176,1,20211107,1,7,2,600.16
I969628,C830390,1,20221011,1,3,2,600.16
I321744,C136191,3,20210403,3,3,3,45.45
I187276,C120543,1,20220706,3,8,3,900.24
I152348,C226219,6,20211101,3,3,1,35.84
I157858,C117421,7,20220606,2,10,4,4200.0
I283245,C282961,1,20221011,3,7,4,1200.32
I866233,C291260,1,20210604,3,1,3,900.24
I239111,C336340,1,20211201,3,3,2,600.16
I970865,C295111,6,20230301,3,1,3,107.52
I183031,C242977,6,20220610,2,6,1,35.84
I166826,C206383,1,20220512,1,6,4,1200.32
I307889,C123827,1,20220103,2,1,5,1500.4
I267715,C154087,8,20211106,1,6,5,58.65
I318199,C151624,5,20220110,1,5,4,20.92
I288803,C149932,4,20210907,1,10,2,81.32
I235910,C135592,8,20220406,1,4,3,35.19
I235949,C293014,8,20210208,3,1,2,23.46
I291879,C188336,4,20221201,1,5,2,81.32
I377931,C193367,5,20220310,1,1,5,26.15
I435956,C266839,1,20210805,1,6,5,1500.4
I764746,C172627,1,20210412,3,6,3,900.24
I478785,C101898,6,20211012,1,5,2,71.68
I827938,C319244,3,20210804,2,9,2,30.3
I270795,C398880,2,20220904,1,3,1,600.17
I326918,C448843,1,20210507,1,1,3,900.24
I413217,C198777,2,20211003,1,1,5,3000.85
I187298,C291905,1,20210807,3,8,2,600.16
I176211,C137997,1,20221206,3,1,2,600.16
I200224,C285045,5,20220810,3,5,2,10.46
I116762,C814943,3,20230102,2,1,2,30.3
I164344,C329080,4,20211204,3,5,4,162.64
I291753,C328832,4,20211009,3,8,4,162.64
I157453,C286902,6,20210105,1,6,4,143.36
I251705,C992071,3,20210805,3,6,1,15.15
I202081,C303210,7,20220701,2,1,3,3150.0
I178646,C325793,1,20210405,1,5,5,1500.4
I183480,C239705,1,20210604,3,9,5,1500.4
I164101,C160009,4,20211112,1,10,2,81.32
I129090,C307913,5,20210308,3,6,1,5.23
I775091,C174331,5,20220209,1,5,4,20.92
I304507,C142855,1,20211010,1,3,4,1200.32
I272148,C139054,1,20220902,3,5,3,900.24
I107388,C248939,1,20210605,3,1,3,900.24
I983958,C871541,3,20221001,3,7,5,75.75
I137606,C107629,1,20210504,3,1,4,1200.32
I130870,C329507,2,20220411,3,8,2,1200.34
I112379,C948980,4,20221110,3,4,5,203.3
I332709,C222310,1,20220402,3,1,2,600.16
I342150,C651631,2,20210509,3,1,2,1200.34
I300946,C129419,2,20220203,1,1,2,1200.34
I193182,C115914,2,20210108,3,3,5,3000.85
I146448,C170478,1,20210208,3,10,4,1200.32
I366532,C255751,5,20210203,1,3,4,20.92
I320813,C202412,1,20221003,3,5,2,600.16
I337255,C114871,4,20210512,1,7,5,203.3
I355574,C298433,1,20221103,3,3,3,900.24
I201288,C230378,4,20220507,3,6,2,81.32
I192505,C932692,2,20220706,3,1,2,1200.34
I434402,C202541,1,20210902,2,3,3,900.24
I274048,C205394,5,20220105,3,7,3,15.69
I331900,C752436,8,20220401,3,5,2,23.46
I656589,C269028,7,20230102,2,3,4,4200.0
I533408,C179030,2,20220411,1,9,3,1800.51
I232844,C212764,1,20211101,1,3,5,1500.4
I862657,C124560,4,20220208,2,6,3,121.98
I311887,C837669,3,20220601,1,6,1,15.15
I206538,C264871,3,20220605,1,10,3,45.45
I975452,C162177,1,20220303,2,3,1,300.08
I424050,C541260,8,20221010,2,6,3,35.19
I239210,C256201,1,20220705,1,1,3,900.24
I879611,C179413,2,20210302,2,8,1,600.17
I101704,C568729,6,20211005,1,1,3,107.52
I198711,C729096,1,20210310,1,9,1,300.08
I164946,C330256,1,20221108,3,6,3,900.24
I205353,C658816,6,20210412,1,9,1,35.84
I277327,C249355,7,20220807,3,5,5,5250.0
I132114,C171096,7,20210404,1,4,3,3150.0
I334036,C277638,1,20220512,3,7,5,1500.4
I105495,C918164,4,20210210,3,5,3,121.98
I166804,C166163,5,20220106,3,1,1,5.23
I143661,C196188,2,20210506,2,3,2,1200.34
I164682,C615244,1,20221006,1,4,2,600.16
I631807,C339634,1,20220407,1,1,1,300.08
I280951,C694358,8,20210105,1,2,2,23.46
I328897,C476908,2,20221110,2,3,5,3000.85
I211089,C206689,5,20211102,3,6,1,5.23
I636793,C320661,1,20210506,3,3,4,1200.32
I293820,C216763,5,20210809,3,10,4,20.92
I227572,C220178,4,20220710,3,1,3,121.98
I276062,C328374,6,20220904,1,6,2,71.68
I224113,C844221,1,20210106,1,10,3,900.24
I209190,C306234,5,20210701,1,7,1,5.23
I257256,C216353,6,20211203,3,3,3,107.52
I313807,C516977,5,20210101,3,5,3,15.69
I116097,C751938,5,20221110,2,3,2,10.46
I189764,C132179,2,20220811,3,2,5,3000.85
I202476,C196033,1,20211201,1,5,1,300.08
I310612,C250502,4,20220301,1,6,4,162.64
I189702,C158560,2,20220311,3,1,3,1800.51
I333698,C168716,4,20211106,1,10,5,203.3
I161612,C174993,5,20220601,1,1,2,10.46
I218432,C309802,6,20230101,2,7,3,107.52
I152599,C276611,2,20220808,2,6,4,2400.68
I224874,C135626,6,20210902,1,9,3,107.52
I234967,C564390,1,20210803,1,6,1,300.08
I141883,C392112,1,20210706,2,9,2,600.16
I191376,C111803,4,20221004,3,3,5,203.3
I270234,C292532,1,20220112,3,3,5,1500.4
I324217,C347237,8,20210109,3,1,4,46.92
I577042,C750642,2,20210103,3,3,5,3000.85
I193858,C572607,1,20221203,3,1,5,1500.4
I201528,C333819,5,20210104,1,1,4,20.92
I190512,C134501,6,20220205,3,8,4,143.36
I329978,C317489,2,20221010,1,3,4,2400.68
I812875,C516371,1,20210208,3,6,4,1200.32
I357987,C444377,4,20211206,3,4,2,81.32
I299914,C185856,1,20220606,1,1,2,600.16
I836322,C268686,1,20210705,3,7,2,600.16
I257559,C655623,6,20210909,1,6,3,107.52
I256744,C320307,1,20220607,3,1,1,300.08
I290843,C304744,4,20210804,1,4,1,40.66
I454492,C110842,7,20210511,3,8,5,5250.0
I334344,C109214,4,20220307,1,4,3,121.98
I150349,C935322,1,20210511,3,6,5,1500.4
I207352,C317416,7,20211005,3,10,5,5250.0
I633312,C278394,7,20210305,2,6,5,5250.0
I263297,C184448,5,20220408,3,8,1,5.23
I197263,C984112,5,20211011,3,8,1,5.23
I324046,C964962,1,20211101,3,7,4,1200.32
I195526,C952402,4,20210108,3,1,3,121.98
I212893,C763161,1,20211001,3,9,3,900.24
I338279,C226142,1,20210209,3,1,1,300.08
I238076,C114598,2,20211112,3,1,5,3000.85
I947157,C141342,1,20220108,3,1,2,600.16
I762170,C142814,5,20210310,3,1,5,26.15
I284611,C156025,1,20210810,3,4,4,1200.32
I224303,C127767,5,20220912,1,4,2,10.46
I107898,C122433,5,20210708,2,4,3,15.69
I205847,C323639,1,20210604,3,6,3,900.24
I297258,C705925,3,20220911,2,6,1,15.15
I118375,C266480,1,20221002,3,8,5,1500.4
I211936,C248841,4,20220810,3,1,3,121.98
I736922,C245392,6,20211103,3,5,1,35.84
I311819,C731926,8,20210106,1,10,1,11.73
I268848,C212437,2,20221003,3,3,2,1200.34
I314612,C249407,5,20230203,1,6,3,15.69
I998116,C353845,7,20220902,1,6,5,5250.0
I310455,C327391,1,20221202,1,3,3,900.24
I236635,C229064,1,20221103,1,8,3,900.24
I436542,C963905,2,20220508,2,10,1,600.17
I215876,C280781,7,20221209,2,7,5,5250.0
I282617,C173128,5,20210805,3,6,2,10.46
I464251,C847642,1,20210406,3,8,4,1200.32
I157109,C277274,4,20210309,1,9,4,162.64
I259846,C260662,4,20211204,3,5,4,162.64
I241492,C297409,7,20210608,1,1,3,3150.0
I172354,C627084,1,20211102,3,7,2,600.16
I287855,C147250,1,20220706,3,2,4,1200.32
I322966,C886915,1,20230101,3,7,1,300.08
I475303,C175503,4,20210202,3,6,5,203.3
I193267,C535218,1,20210404,2,1,4,1200.32
I255079,C291151,5,20220110,2,9,4,20.92
I205777,C714487,8,20221009,3,1,2,23.46
I251252,C255095,1,20220109,3,6,1,300.08
I284904,C912211,1,20221001,1,3,2,600.16
I177059,C249557,1,20210502,2,3,2,600.16
I276463,C271158,1,20220906,1,6,2,600.16
I283499,C691787,1,20210206,1,6,2,600.16
I676027,C944160,1,20221003,3,1,1,300.08
I726341,C230716,1,20220603,1,10,1,300.08
I245883,C257153,2,20210505,1,7,3,1800.51
I230877,C304871,4,20221005,2,6,1,40.66
I267567,C960453,3,20210102,1,2,2,30.3
I141318,C198279,4,20220411,2,1,3,121.98
I190418,C105332,1,20210301,3,1,4,1200.32
I315504,C322568,2,20210511,3,3,5,3000.85
I121202,C162125,1,20221105,1,6,1,300.08
I880985,C195525,1,20220807,1,4,2,600.16
I129002,C117755,1,20211001,2,1,4,1200.32
I317200,C330942,5,20210708,3,3,1,5.23
I280849,C108856,1,20220705,2,1,1,300.08
I145098,C240795,8,20210508,3,4,5,58.65
I425834,C465687,7,20220212,3,7,2,2100.0
I217687,C231109,2,20210505,2,4,4,2400.68
I160103,C979121,1,20210412,1,2,3,900.24
I104561,C135589,6,20220103,3,1,4,143.36
I180522,C114743,2,20220103,1,5,3,1800.51
I338426,C951491,1,20210703,3,6,3,900.24
I181623,C270394,8,20220606,1,9,5,58.65
I289932,C328675,5,20210301,1,9,2,10.46
I304593,C170898,1,20210111,2,1,2,600.16
I171467,C121351,5,20220509,3,9,5,26.15
I806062,C183225,7,20210409,3,4,4,4200.0
I261030,C167113,2,20210308,3,5,1,600.17
I771010,C252571,1,20210605,1,1,5,1500.4
I196702,C117183,2,20220403,3,6,2,1200.34
I319536,C284614,5,20210806,3,3,2,10.46
I239317,C337643,5,20220707,2,3,1,5.23
I147112,C134995,5,20221204,3,7,3,15.69
I166307,C117646,4,20220501,3,9,2,81.32
I226347,C219951,5,20210904,3,3,3,15.69
I894285,C270703,1,20211111,2,1,2,600.16
I286402,C322550,5,20211106,3,6,4,20.92
I100543,C193964,5,20220503,3,6,2,10.46
I252228,C602407,8,20210902,1,1,4,46.92
I209541,C539395,6,20221207,3,6,5,179.2
I338721,C729080,3,20210303,1,5,4,60.6
I117373,C292125,6,20210801,3,4,3,107.52
I214149,C334696,7,20210310,2,5,5,5250.0
I128824,C114984,4,20221206,1,1,1,40.66
I170951,C236981,6,20220604,1,8,4,143.36
I131142,C184491,5,20210402,1,1,1,5.23
I228629,C272055,4,20230301,1,1,2,81.32
I291624,C321985,5,20220909,3,7,4,20.92
I334252,C240729,4,20220511,1,6,5,203.3
I339411,C329811,3,20220307,1,1,2,30.3
I841322,C840350,8,20210112,3,2,5,58.65
I341570,C711259,8,20210908,1,1,2,23.46
I212707,C237751,4,20220407,2,3,1,40.66
I222990,C274589,6,20220310,3,10,4,143.36
I244432,C939051,4,20211007,1,1,4,162.64
I142126,C149321,1,20220502,2,1,3,900.24
I269610,C180793,1,20210703,3,1,3,900.24
I761603,C276342,4,20211203,1,9,3,121.98
I318930,C924566,1,20210106,3,9,1,300.08
I133607,C291178,1,20210202,2,4,2,600.16
I121820,C176927,5,20210712,1,9,5,26.15
I212557,C231229,1,20211207,1,4,3,900.24
I564753,C172194,5,20211102,1,3,1,5.23
I285994,C897547,3,20210311,1,9,3,45.45
I156927,C122020,4,20210605,3,1,5,203.3
I192086,C784138,1,20210605,2,3,4,1200.32
I902621,C469848,1,20210111,3,6,4,1200.32
I250057,C665072,7,20210207,1,1,2,2100.0
I303897,C141583,1,20221203,3,4,1,300.08
I293047,C185766,1,20210607,3,1,1,300.08
I188466,C276176,4,20220208,2,4,1,40.66
I193865,C339362,6,20221101,2,1,2,71.68
I294707,C285420,6,20220511,3,1,1,35.84
I275657,C280290,4,20220102,3,6,1,40.66
I327960,C245013,8,20210105,2,4,4,46.92
I171006,C323921,7,20220308,1,4,2,2100.0
I191926,C225223,2,20210504,1,1,2,1200.34
I966149,C820219,1,20220908,3,4,5,1500.4
I826296,C250276,5,20210504,3,10,3,15.69
I181100,C321875,1,20211111,3,1,4,1200.32
I144080,C122190,4,20221111,1,7,2,81.32
I755320,C297057,8,20220111,3,1,4,46.92
I507523,C276515,1,20210602,3,6,2,600.16
I108206,C162189,1,20220408,1,8,4,1200.32
I157975,C235715,6,20220808,1,8,3,107.52
I164305,C256595,1,20210906,2,3,3,900.24
I111663,C813128,1,20210307,2,5,3,900.24
I475070,C125821,1,20210401,3,2,1,300.08
I137983,C146353,5,20210806,3,2,3,15.69
I150565,C215095,1,20221108,2,3,5,1500.4
I101520,C260507,1,20211203,2,1,1,300.08
I264055,C117201,1,20221107,3,4,3,900.24
I801644,C159741,1,20220706,1,3,2,600.16
I268682,C352487,1,20211106,3,6,4,1200.32
I654051,C436002,1,20220409,3,3,4,1200.32
I168818,C107688,7,20220311,1,3,5,5250.0
I308457,C239670,1,20220101,3,4,2,600.16
I316376,C672531,5,20220309,3,3,2,10.46
I231098,C117003,1,20220702,3,6,5,1500.4
I213010,C311933,1,20210807,3,9,1,300.08
I298776,C498507,1,20211203,3,6,2,600.16
I145383,C134236,4,20210904,3,1,3,121.98
I290497,C277348,3,20230102,1,3,5,75.75
I204488,C671344,5,20221201,2,3,1,5.23
I299170,C283290,7,20210102,2,6,2,2100.0
I560255,C450221,5,20220306,2,7,4,20.92
I312509,C835946,1,20220505,2,2,3,900.24
I197664,C208227,2,20210207,3,7,5,3000.85
I238981,C192553,2,20220907,3,2,5,3000.85
I394578,C150198,4,20210601,2,8,1,40.66
I996506,C132538,4,20210401,1,1,4,162.64
I182827,C256380,8,20220506,1,6,5,58.65
I260386,C119200,5,20221202,3,1,3,15.69
